code,finish,cost_usd,category
DE8,Midnight Espresso,11.0,ACCESORIES
RPM8,Midnight Espresso,11.0,ACCESORIES
CM1-5/8,Midnight Espresso,63.0,ACCESORIES
CM2-13/32,Midnight Espresso,65.0,ACCESORIES
CM3-5/16,Midnight Espresso,78.0,ACCESORIES
DWR,Midnight Espresso,74.0,ACCESORIES
ICM8,Midnight Espresso,38.0,ACCESORIES
OCM8,Midnight Espresso,33.0,ACCESORIES
PCFF396,Midnight Espresso,126.0,ACCESORIES
QR8,Midnight Espresso,36.0,ACCESORIES
"OGM8 (4.5"")",Midnight Espresso,69.0,ACCESORIES
RRP2796,Midnight Espresso,139.0,ACCESORIES
"RRPF1.5""",Midnight Espresso,40.0,ACCESORIES
RRPF3*120,Midnight Espresso,89.0,ACCESORIES
SM8,Midnight Espresso,15.0,ACCESORIES
BM8,Midnight Espresso,19.0,ACCESORIES
TK8,Midnight Espresso,22.0,ACCESORIES
RD18,Midnight Espresso,52.0,ACCESORIES
RD21,Midnight Espresso,55.0,ACCESORIES
RD24,Midnight Espresso,57.0,ACCESORIES
RD27,Midnight Espresso,60.0,ACCESORIES
RD30,Midnight Espresso,64.0,ACCESORIES
RD33,Midnight Espresso,72.0,ACCESORIES
RD36,Midnight Espresso,75.0,ACCESORIES
WF330,Midnight Espresso,17.0,ACCESORIES
WF336,Midnight Espresso,19.0,ACCESORIES
WF342,Midnight Espresso,23.0,ACCESORIES
WF396,Midnight Espresso,57.0,ACCESORIES
WF642,Midnight Espresso,47.0,ACCESORIES
WF696,Midnight Espresso,116.0,ACCESORIES
LRM01,Midnight Espresso,49.0,ACCESORIES
MMS,Midnight Espresso,31.0,ACCESORIES
ONLAY1,Midnight Espresso,45.0,ACCESORIES
TUK,Midnight Espresso,33.0,ACCESORIES
SD,Midnight Espresso,22.0,ACCESORIES
BB3*3,Cognac,6.0,ACCESORIES
BF336,Cognac,26.0,ACCESORIES
BF636,Cognac,52.0,ACCESORIES
BDD15,Cognac,92.0,ACCESORIES
BDD18,Cognac,139.0,ACCESORIES
BDD24,Cognac,155.0,ACCESORIES
WFD1230,Cognac,61.0,ACCESORIES
WFD1236,Cognac,72.0,ACCESORIES
WFD1242,Cognac,84.0,ACCESORIES
BP4836,Cognac,65.0,ACCESORIES
BP9636,Cognac,134.0,ACCESORIES
BP4896-3/4,Cognac,247.0,ACCESORIES
CCM8,Cognac,98.0,ACCESORIES
DE8,Cognac,11.0,ACCESORIES
RPM8,Cognac,11.0,ACCESORIES
CM1-5/8,Cognac,63.0,ACCESORIES
CM2-13/32,Cognac,65.0,ACCESORIES
CM3-5/16,Cognac,78.0,ACCESORIES
DWR,Cognac,74.0,ACCESORIES
ICM8,Cognac,38.0,ACCESORIES
OCM8,Cognac,33.0,ACCESORIES
PCFF396,Cognac,126.0,ACCESORIES
QR8,Cognac,36.0,ACCESORIES
"OGM8 (4.5"")",Cognac,69.0,ACCESORIES
RRP2796,Cognac,139.0,ACCESORIES
"RRPF1.5""",Cognac,40.0,ACCESORIES
RRPF3*120,Cognac,89.0,ACCESORIES
SM8,Cognac,15.0,ACCESORIES
BM8,Cognac,19.0,ACCESORIES
TK8,Cognac,22.0,ACCESORIES
RD18,Cognac,52.0,ACCESORIES
RD21,Cognac,55.0,ACCESORIES
RD24,Cognac,57.0,ACCESORIES
RD27,Cognac,60.0,ACCESORIES
RD30,Cognac,64.0,ACCESORIES
RD33,Cognac,72.0,ACCESORIES
RD36,Cognac,75.0,ACCESORIES
WF330,Cognac,17.0,ACCESORIES
WF336,Cognac,19.0,ACCESORIES
WF342,Cognac,23.0,ACCESORIES
WF396,Cognac,57.0,ACCESORIES
WF642,Cognac,47.0,ACCESORIES
WF696,Cognac,116.0,ACCESORIES
LRM01,Cognac,49.0,ACCESORIES
MMS,Cognac,31.0,ACCESORIES
ONLAY1,Cognac,45.0,ACCESORIES
TUK,Cognac,33.0,ACCESORIES
SD,Cognac,22.0,ACCESORIES
BB3*3,Antique White,6.0,ACCESORIES
BF336,Antique White,27.0,ACCESORIES
BF636,Antique White,56.0,ACCESORIES
BDD15,Antique White,107.0,ACCESORIES
BDD18,Antique White,139.0,ACCESORIES
BDD24,Antique White,155.0,ACCESORIES
WFD1230,Antique White,64.0,ACCESORIES
WFD1236,Antique White,77.0,ACCESORIES
WFD1242,Antique White,91.0,ACCESORIES
BP4836,Antique White,70.0,ACCESORIES
BP9636,Antique White,143.0,ACCESORIES
BP4896-3/4,Antique White,229.0,ACCESORIES
CM1-5/8,Antique White,63.0,ACCESORIES
CM2-13/32,Antique White,65.0,ACCESORIES
CM3-5/16,Antique White,78.0,ACCESORIES
DWR,Antique White,80.0,ACCESORIES
ICM8,Antique White,38.0,ACCESORIES
OCM8,Antique White,36.0,ACCESORIES
PCFF396,Antique White,135.0,ACCESORIES
QR8,Antique White,38.0,ACCESORIES
"OGM8 (4.5"")",Antique White,87.0,ACCESORIES
CCM8,Antique White,101.0,ACCESORIES
RPM8,Antique White,24.0,ACCESORIES
RRP2796,Antique White,166.0,ACCESORIES
"RRPF1.5""",Antique White,40.0,ACCESORIES
RRPF3*120,Antique White,89.0,ACCESORIES
SM8,Antique White,15.0,ACCESORIES
BM8,Antique White,27.0,ACCESORIES
TK8,Antique White,22.0,ACCESORIES
RD18,Antique White,56.0,ACCESORIES
RD21,Antique White,59.0,ACCESORIES
RD24,Antique White,61.0,ACCESORIES
RD27,Antique White,64.0,ACCESORIES
RD30,Antique White,66.0,ACCESORIES
RD33,Antique White,75.0,ACCESORIES
RD36,Antique White,75.0,ACCESORIES
WF330,Antique White,18.0,ACCESORIES
WF336,Antique White,20.0,ACCESORIES
WF342,Antique White,24.0,ACCESORIES
WF396,Antique White,61.0,ACCESORIES
WF642,Antique White,51.0,ACCESORIES
WF696,Antique White,124.0,ACCESORIES
LRM01,Antique White,49.0,ACCESORIES
MMS,Antique White,31.0,ACCESORIES
ONLAY1,Antique White,45.0,ACCESORIES
TUK,Antique White,33.0,ACCESORIES
SD,Antique White,22.0,ACCESORIES
AEROSOL,Antique White,30.0,ACCESORIES
